source_type,conversation_file,conversation_title,message_timestamp,candidate_excerpt,gpu_models,vram_gb,price_aud,urls,confidence_score
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"Purchasing a brand new RX 7900 XTX for a similar price ($1,229 AUD) provides 24GB of VRAM backed by a full three-year warranty.**ROI Analysis: Hardware Investment vs.",RX 7900 XTX,24,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS,3
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"In 2026, a used RTX 3090 system has become the most financially sound entry point for the Australian market.",RTX 3090,,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"|                             |                         |                        |                        |
| :-------------------------: | :---------------------: | :--------------------: | :--------------------: |
| **Financial Metric**        | **Used RTX 3090 Build** | **New RTX 4090 Build** | **New RTX 5090 Build** |
| **Upfront Cost (AUD)**      | \~$2,200 27             | \~$4,200 29            | \~$7,500 29            |
| **Power/Elec (Monthly)**    | \~$15 7                 | \~$25 7   ",RTX 3090 | RTX 4090 | RTX 5090,,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS,3
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"- **Primary Model:** **GPT-OSS 20B (MXFP4 Quantization)**, offering a near-Proprietary experience in naturalness and instruction following, maintaining 42 tokens/second on an RTX 4060 Ti 16GB.",RTX 4060 Ti,16,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"Despite being five years old in 2026, the RTX 3090 remains the ""VRAM per dollar"" champion in the local AI community.",RTX 3090,,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"Practitioners in warmer Australian climates are strongly advised to factor in the cost of an active backplate or a full waterblock ($150-$200 AUD) to prevent thermal throttling during long agentic runs, as the RTX 3090 has a well-documented VRAM thermal problem where memory chips hit 110°C under sustained AI load.**The 2026 ""Memory Crisis"" and Future Outlook**",RTX 3090,,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS,3
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"| Product\_or\_Build                                              | Category                             | Status                | Price\_AUD | GPU\_VRAM\_or\_Unified | RAM\_GB | Notes                                                                                    |
| :-------------------------------------------------------------: | :----------------------------------: | :-------------------: | :--------: | :--------------------: | :-----: | :--------------------------------------------------",RTX 5070 Ti,12,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS,3
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"| Product\_or\_Build         | Category                             | Status                | Price\_AUD     | GPU\_VRAM\_or\_Unified | RAM\_GB | Notes                        |
| :------------------------: | :----------------------------------: | :-------------------: | :------------: | :--------------------: | :-----: | :--------------------------: |
| ACT Dell 3650 + A4000      | Windows Tower / Desktop              | Mentioned / evaluated | \~1,800        | Unknown                | Unknown | ",RTX 3090 | RTX 5070 Ti,64,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS,3
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"| Product\_or\_Build                                  | Category                             | Price\_AUD      | GPU\_VRAM\_or\_Unified      | RAM\_GB                           | Notes                                                                           |
| :-------------------------------------------------: | :----------------------------------: | :-------------: | :-------------------------: | :-------------------------------: | :-----------------------------------------------------------",RTX 3090 | RTX 5070 Ti | RTX 4090,24,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS,3
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"| Final Hardware Recommendation Matrix (24GB Tier)               | Cost (AUD) | VRAM (GB)   | Software Ecosystem   | Key Trade-Off                            | Final Rubric Score |
| :------------------------------------------------------------: | :--------: | :---------: | :------------------: | :--------------------------------------: | :----------------: |
| **Best Value (DIY)**: 5600X/B550 + New RX 7900 XTX             | \~$2,050   | 24 (GDDR6)  | ROCm (High Friction) | Excellent Warranty/Ze",RX 7900 XTX,24,,https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit,3
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"| VRAM Tier             | Cards Representing Tier       | Intelligence Ceiling                                        | Experience                                                                                |
| :-------------------: | :---------------------------: | :---------------------------------------------------------: | :---------------------------------------------------------------------------------------: |
| **12GB (Entry)**      | RTX 3060 12GB, RTX 5060       | Max 9B models, 14B",RTX 3060 | RTX 5060,12,,https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"|
| **16GB (Compromise)** | RTX 4060 Ti 16GB, RTX 5070 Ti | 14B-20B extended context, 30B (aggressive quantization)     | ""Sweet spot"" for hobbyists.",RTX 4060 Ti | RTX 5070 Ti,16,,https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"|
| **24GB (Autonomy)**   | RTX 3090, RTX 4090, RTX 5090  | 30B-35B (Q5/Q6) with 64K+ context; Llama 4 Scout (109B MoE) | ""Gold standard"" for local autonomy.",RTX 3090 | RTX 4090 | RTX 5090,24,,https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,- **Priority: Maximum ROI/Budget?** -\> **Choose DIY Build.** (New RX 7900 XTX is safest long-term choice for warranty/longevity.),RX 7900 XTX,,,https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit | https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit,3
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,This validates the DIY RX 7900 XTX as a sound long-term investment.,RX 7900 XTX,,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"Bandwidth is the core reason the RTX 3090 (936 GB/s) is preferred over the newer, but bandwidth-constrained, mobile RTX 5090 (896 GB/s).",RTX 3090 | RTX 5090,,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"This links VRAM capacity directly to user experience performance (e.g., 24GB RTX 4090 = 34 t/s on DeepSeek-R1 32B).",RTX 4090,24,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"| Add a dedicated \`\`\` &#10;Enterprise Alternatives &#10;\`\`\` table comparing the **RTX 3090** (High Residual Value, No ECC) against the **RTX A4000/A5000** (ECC Memory, Stable Drivers) and **RTX 4090** (Best Efficiency/Longevity).",RTX 3090 | RTX 4090,,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://drive.google.com/open?id=1zUlPUYrzfKkOwE-Y3yertSmW_pc4kfHS | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"The most financially sound entry point in the Australian market is a system built around the used NVIDIA RTX 3090, offering a financial break-even point against escalating cloud ""Power Tier"" subscriptions in approximately **15 months**.",RTX 3090,,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"| Strategy             | Winner (GPU)                            | Upfront Cost (AUD) | VRAM Capacity       | Software Friction | Key Trade-Off / Risk                                                                               |
| :------------------: | :-------------------------------------: | :----------------: | :-----------------: | :---------------: | :------------------------------------------------------------------------------------------------: |
| **Best Value / DIY** | New AMD RX 79",RX 7900 XTX,24,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,3
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"|
| **Best Portability** | Aftershock X-16 PRO (RTX 5090)          | \~$6,799           | 24GB (GDDR7 Mobile) | **Low (CUDA)**    | Extreme capital outlay; constrained VRAM bandwidth (896 GB/s) compared to desktop 3090 (936 GB/s).",RTX 5090,24,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"| Financial Metric                   | $100/Month Cloud Power Tier | Local RTX 3090 Build (Used)           |
| :--------------------------------: | :-------------------------: | :-----------------------------------: |
| **Upfront Cost (AUD)**             | N/A (Sunk Cost)             | \~$2,200                              |
| **Power/Elec (Monthly)**           | \~$0                        | \~$15                                 |
| **Break-Even Point (vs.",RTX 3090,,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,3
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"| VRAM Tier             | Example GPU        | Intelligence Ceiling (Max Model Size)                             | Experience & Limitation                                                                                          |
| :-------------------: | :----------------: | :---------------------------------------------------------------: | :--------------------------------------------------------------------------------------------------------------: |
| **12GB (Entry)**      | RTX 3060 12GB ",RTX 3060,12,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"|
| **16GB (Compromise)** | RTX 4060 Ti 16GB   | Seamless 14B–20B or aggressively quantized 30B (limited context).",RTX 4060 Ti,16,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"|
| **24GB (Autonomy)**   | RTX 3090, RTX 4090 | 30B–35B models at high-quality (Q5/Q6) with **\>64K context**.",RTX 3090 | RTX 4090,24,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"| Hardware Accelerator          | Core Architecture | Memory Bandwidth (GB/s) | DeepSeek-R1 32B (INT4) (t/s) | Inference Ecosystem              |
| :---------------------------: | :---------------: | :---------------------: | :--------------------------: | :------------------------------: |
| **NVIDIA RTX 5090 (Desktop)** | Blackwell         | 1,792                   | \~48 t/s                     | **CUDA (Best)**                  |
| **NVIDIA RTX 4090**           | Ada Lovelace      | 1,008   ",RTX 5090 | RTX 4090 | RTX 3090 | RX 7900 XTX,,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,2
Gemini-Export,conversation_1777558354.txt,Summarize this document in 1 paragraph,2026-04-30T14:12:34.962527+00:00,"For the high-ROI used **RTX 3090** pathway, users must mitigate documented thermal risks associated with the GDDR6X memory modules:",RTX 3090,,,https://docs.google.com/document/d/1nDYw9lWCLNHJuE0kRqaqxYYIR8bRuLR4I1eIQhbVli4/edit | https://docs.google.com/document/d/1H-wDfIo9rJDBNrQvUr7Ls7ylfRSTwfxWpJTpOctmlWs/edit,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| Date\_Found | Path\_ID | Category   | Item\_Name                         | Price\_AUD | VRAM\_GB | RAM\_GB | GPU\_Model      | CPU\_Model           | Condition   | Retailer        | Upgradeability | Image\_Gen\_Tier | LLM\_Tier       | Notes                                                          | URL     |
| :---------: | :------: | :--------: | :--------------------------------: | :--------: | :------: | :-----: | :-------------: | :------------------: | :---------: | :-------------: | :--",RTX 5060 Ti,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,3
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 3        | Desktop    | Chaos RTX 5060 Ti Gaming PC        | 2899       | 16       | 32      | RTX 5060 Ti     | Ryzen 7 7700         | New         | Scorptec        | Slotted        | FLUX             | Mid             | AM5 platform; practical future upgrades.",RTX 5060 Ti,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 3        | Desktop    | Twilight RTX 5070 Gaming PC        | 2999       | 12       | 32      | RTX 5070        | Ryzen 5 7500X3D      | New         | Scorptec        | Slotted        | Strong           | Mid             | Discounted price until April 30.",RTX 5070,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,3
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 3        | Desktop    | Sunder RTX 5070 Ti Gaming PC       | 4099       | 16       | 32      | RTX 5070 Ti     | Core Ultra 7 270K    | New         | Scorptec        | Slotted        | FLUX             | Mid             | B860 platform; premium tier pricing.",RTX 5070 Ti,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 1        | Laptop     | Lenovo Legion 7i 16IAX10           | 3299       | 8        | 32      | RTX 5070        | Core Ultra 9 275     | New         | Scorptec        | UNKNOWN        | Basic            | Entry           | 8GB VRAM limits local image/LLM workflows.",RTX 5070,8,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 1        | Laptop     | ASUS ROG Zephyrus G16              | 4599       | 12       | 32      | RTX 5080        | Core Ultra 9 275     | New         | Scorptec        | UNKNOWN        | Strong           | Mid             | High-end thin-and-light; premium price.",RTX 5080,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,3
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 1        | Laptop     | MSI Raider GE78 HX 14V             | 5299       | 16       | 64      | RTX 5090        | Core i9 14900HX      | New         | Scorptec        | UNKNOWN        | FLUX             | High            | Desktop replacement tier; massive RAM.",RTX 5090,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-27  | 3        | Desktop    | Scorptec Sentinel RTX 5080         | 4899       | 16       | 32      | RTX 5080        | Ryzen 9 9900X        | New         | Scorptec        | Slotted        | FLUX             | High            | High-performance workstation/gaming build.",RTX 5080,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-27  | 3        | Desktop    | Scorptec Beast RTX 5090            | 6499       | 24       | 64      | RTX 5090        | Core Ultra 9 285K    | New         | Scorptec        | Slotted        | Ultra            | Ultra           | Top-of-the-line consumer hardware.",RTX 5090,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-28  | 3        | Desktop    | Budget RTX 4060 Build              | 1299       | 8        | 16      | RTX 4060        | Ryzen 5 5600         | New         | Centre Com      | Slotted        | Basic            | Entry           | Entry-level 1080p gaming.",RTX 4060,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-28  | 3        | Desktop    | Mid-Range RTX 4070 Super           | 2199       | 12       | 32      | RTX 4070 Super  | Ryzen 7 7800X3D      | New         | Centre Com      | Slotted        | Strong           | Mid             | Best value for gaming performance.",RTX 4070,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-29  | 1        | Laptop     | HP Victus 15                       | 1149       | 6        | 16      | RTX 4050        | Core i5 13420H       | New         | JB Hi-Fi        | UNKNOWN        | Basic            | Entry           | Budget laptop for light tasks.",RTX 4050,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-29  | 1        | Laptop     | Razer Blade 14                     | 3899       | 8        | 16      | RTX 4070        | Ryzen 9 8945HS       | New         | JB Hi-Fi        | UNKNOWN        | Strong           | Entry           | Portable power; expensive for specs.",RTX 4070,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-30  | 3        | Desktop    | Custom Workstation                 | 5500       | 24       | 128     | RTX 3090 (Used) | Threadripper 3960X   | Used        | Marketplace     | Slotted        | Ultra            | High            | High VRAM and RAM for LLM training.",RTX 3090,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| N/A     |
| 2026-05-01  | 3        | Desktop    | Silent RTX 4080 Build              | 3400       | 16       | 32      | RTX 4080        | Core i7 14700K       | New         | PCCaseGear      | Slotted        | FLUX             | High            | Focused on low noise levels.",RTX 4080,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 1        | Laptop     | Lenovo Legion Pro 5i 16IAX10H      | 3699       | 12       | 32      | RTX 5070 Ti     | Core Ultra 9 275HX   | New         | Scorptec        | UNKNOWN        | Strong           | Mid             | Better 12GB VRAM; sale price until April 29.",RTX 5070 Ti,12,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,3
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 3        | Combo      | RTX 3090 Desktop + ThinkPad Bundle | 4000       | 24       | 64      | RTX 3090        | Ryzen 7 7700/7800X3D | Mixed       | Mike PC / eBay  | Excellent      | Excellent        | Excellent       | Best baseline for local AI value; comparison anchor.",RTX 3090,,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,2
Gemini-Export,conversation_1777955851.txt,"can you consolidate all of the products into a single sheet? remove duplication, use format of sheet",2026-05-05T04:37:31.106703+00:00,"| \[URL\] |
| 2026-04-26  | 3        | Desktop    | PLE AI Advanced RTX 5070 Ti        | 3907       | 16       | 32      | RTX 5070 Ti     | Ryzen 7 9700X        | New         | PLE Computers   | Good           | Strong           | Strong          | Clean local warranty route; less model-fit headroom than 24GB.",RTX 5070 Ti,24,,https://drive.google.com/open?id=1tDJhrdiVtwjYKEWe62PllC1XSNscBBpr | https://mail.google.com/mail/u/0/#all/19b7da6afec818de,3
