intake_id,item_name,status,profile,category,Category_Group,track,pathway,gpu_model,vram_gb,unified_memory_gb,screen_size_in,thermal_flag,price_aud,Over_Budget,Price_Unknown,condition,retailer,verification_status,au_stock,seller_class,source_platform,batch,source_file,exceptional_override,shortlist_reason,soft_penalty_notes,Machine,Type,Performance_Headroom,Price_Value,Future_Proof,Portability,Track2_Avoidance,MCDA_Total,seller_risk_score,current_best_price_aud,current_best_retailer,current_best_url,in_stock_now,student_discount_possible,cashback_possible,cashback_source,stackable_coupons_confirmed,price_match_possible,price_beat_possible,effective_best_price_aud,promo_notes,pricing_checked_at,warranty_months_confirmed,acl_covered
fb-098,GL65 MSI gaming laptop - Windows 11,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,700.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-098_gl65-msi-gaming-laptop-windows-11.md,,Passed gates,Unverified — confirm specs before scoring,fb-098,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-099,ROG Zephyrus G14 GA401III,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,950.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-099_rog-zephyrus-g14-ga401iii.md,,Passed gates,Unverified — confirm specs before scoring,fb-099,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-101,ASUS TUF DASH F15 GAMING LAPTOP - need gone asap,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1100.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-101_asus-tuf-dash-f15-gaming-laptop-need-gone-asap.md,,Passed gates,Unverified — confirm specs before scoring,fb-101,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-102,"Dell Precision 5550 Laptop i7-10750H 16GB RAM, 256GB NVME, NVIDIA Quadro T1000 (4GB GDDR6), W11",ACTIVE,Laptop,laptop,Complete_System,1,1A,QUADRO T1000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,650.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-102_dell-precision-5550-laptop-i7-10750h-16gb-ram-256gb-nvme-nvi.md,,Passed gates,Unverified — confirm specs before scoring,fb-102,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-104,MSI Claw 8 AI+ 1TB,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1200.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-104_msi-claw-8-ai-1tb.md,,Passed gates,Unverified — confirm specs before scoring,fb-104,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-106,Infinity Gaming Laptop with Ryzen 9 and RTX3080 16GB GPU,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX3080,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-106_infinity-gaming-laptop-with-ryzen-9-and-rtx3080-16gb-gpu.md,,Passed gates,Unverified — confirm specs before scoring,fb-106,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-107,Gigabyte 4070,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,900.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-107_gigabyte-4070.md,,Passed gates,Unverified — confirm specs before scoring,fb-107,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-108,"Dell XPS 15 9520 (2022/15.6”)Laptop 👍 4K touch OLED, i9-12900HK 32GB RAM 1TB  Storage, CPU 4800 MHz",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-108_dell-xps-15-9520-2022156laptop-4k-touch-oled-i9-12900hk-32gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-108,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-110,HP Victus Gaming Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,999.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-110_hp-victus-gaming-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-110,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-111,Lenovo Gaming Laptop LOQ,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1250.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-111_lenovo-gaming-laptop-loq.md,,Passed gates,Unverified — confirm specs before scoring,fb-111,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-112,Beautiful Green Black HP Pavilion Gaming Laptop with World Famous Ryzen Processor Windows 11,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,550.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-112_beautiful-green-black-hp-pavilion-gaming-laptop-with-world-f.md,,Passed gates,Unverified — confirm specs before scoring,fb-112,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-113,"MSI GE72 2QL Apache 17.3” Gaming Laptop — i7, 16GB RAM, GTX 950M",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,400.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-113_msi-ge72-2ql-apache-173-gaming-laptop-i7-16gb-ram-gtx-950m.md,,Passed gates,Unverified — confirm specs before scoring,fb-113,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-114,Victus Hp Gaming Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-114_victus-hp-gaming-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-114,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-115,"ASUS ROG gaming laptop,Intel Core i7-6700HQ, 32GB RAM,17.3-inch SCREEN, 1TB AND 250GB HARD DRIVE.",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,17.3,UNKNOWN,400.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-115_asus-rog-gaming-laptopintel-core-i7-6700hq-32gb-ram173-inch.md,,Passed gates,Unverified — confirm specs before scoring,fb-115,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-116,Msi gaming laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,400.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-116_msi-gaming-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-116,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-118,Gaming/Creative laptop Asus Pro Art PX13,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-118_gamingcreative-laptop-asus-pro-art-px13.md,,Passed gates,Unverified — confirm specs before scoring,fb-118,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-119,HP Omen gaming laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,550.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-119_hp-omen-gaming-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-119,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-121,Dell Precision 7730 Workstation Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-121_dell-precision-7730-workstation-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-121,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-122,ASUS GTX 1080ti,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1080TI,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,220.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-122_asus-gtx-1080ti.md,,Passed gates,Unverified — confirm specs before scoring,fb-122,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-133,GTX 1070,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1070,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,150.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-133_gtx-1070.md,,Passed gates,Unverified — confirm specs before scoring,fb-133,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-137,ASUS ROG ALLY Z1 EXTREME,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,780.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-137_asus-rog-ally-z1-extreme.md,,Passed gates,Unverified — confirm specs before scoring,fb-137,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-141,MSI Gaming x Trio 3060TI,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,310.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-141_msi-gaming-x-trio-3060ti.md,,Passed gates,Unverified — confirm specs before scoring,fb-141,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-142,Lenovo Legion 5 15Akp10 AMD Ryzen Ai 750 W/ Radeon 860M 32GB 1TB Black #037900373967,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1995.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-142_lenovo-legion-5-15akp10-amd-ryzen-ai-750-w-radeon-860m-32gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-142,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-148,MSI Modern TGL-U AM241 (MS - AE01)--MFG 2021 - 10 MSAE01LAS 0105529  CHK:D11,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,400.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-148_msi-modern-tgl-u-am241-ms-ae01-mfg-2021-10-msae01las-0105529.md,,Passed gates,Unverified — confirm specs before scoring,fb-148,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-149,"Razer Blade Stealth 15"" 2020",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,600.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-149_razer-blade-stealth-15-2020.md,,Passed gates,Unverified — confirm specs before scoring,fb-149,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-158,Dell Alienware Gaming Mouse,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,110.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-158_dell-alienware-gaming-mouse.md,,Passed gates,Unverified — confirm specs before scoring,fb-158,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-162,MSI Creator P100 computer,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-162_msi-creator-p100-computer.md,,Passed gates,Unverified — confirm specs before scoring,fb-162,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-167,ASUS ROG Ally Z1 Extreme – Excellent Condition + Case + Charger,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,850.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-167_asus-rog-ally-z1-extreme-excellent-condition-case-charger.md,,Passed gates,Unverified — confirm specs before scoring,fb-167,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-168,2080ti founders,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-168_2080ti-founders.md,,Passed gates,Unverified — confirm specs before scoring,fb-168,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-169,CHEAP! NEW! Lenovo IdeaPad Flex 5 16GB 512GB SSD,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,650.0,No,,New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-169_cheap-new-lenovo-ideapad-flex-5-16gb-512gb-ssd.md,,Passed gates,Unverified — confirm specs before scoring,fb-169,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-170,Lenovo Yoga Slim 7 Pro 14IHU5,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,650.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-170_lenovo-yoga-slim-7-pro-14ihu5.md,,Passed gates,Unverified — confirm specs before scoring,fb-170,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-171,ASUS Vivobook Pro Gaming Laptop – Ryzen 7 / RTX 3050 / 16GB RAM/ 512gb ssd,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 3050,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-171_asus-vivobook-pro-gaming-laptop-ryzen-7-rtx-3050-16gb-ram-51.md,,Passed gates,Unverified — confirm specs before scoring,fb-171,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-172,NEED GONE• Lenovo L13 Yoga 13.3”,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-172_need-gone-lenovo-l13-yoga-133.md,,Passed gates,Unverified — confirm specs before scoring,fb-172,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-173,HP EliteBook x360 1030 G3 i5-8350U 16GB 256GB NVMe Touch Win11 Pro New Battery Upwey 3158,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,300.0,No,,New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-173_hp-elitebook-x360-1030-g3-i5-8350u-16gb-256gb-nvme-touch-win.md,,Passed gates,Unverified — confirm specs before scoring,fb-173,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-174,"Lenovo Ideapad 5 15ITL05 15.6"" | Intel i5 11th Gen | 8GB RAM | 256GB SSD | Windows 11",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,400.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-174_lenovo-ideapad-5-15itl05-156-intel-i5-11th-gen-8gb-ram-256gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-174,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-175,"Lenovo Yoga Slim 7i Pro 14” 2.2K - Ryzen 5 5600H, 512GB SSD, 8GB - WTY + INV!",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,695.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-175_lenovo-yoga-slim-7i-pro-14-22k-ryzen-5-5600h-512gb-ssd-8gb-w.md,,Passed gates,Unverified — confirm specs before scoring,fb-175,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-176,HP Elite X2 - i7 11th Gen - 16GB RAM - 500GB SSD,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,820.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-176_hp-elite-x2-i7-11th-gen-16gb-ram-500gb-ssd.md,,Passed gates,Unverified — confirm specs before scoring,fb-176,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-177,Legion Pro 7i RTX 4070 i9 13900 1TB 32GB,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4070,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-177_legion-pro-7i-rtx-4070-i9-13900-1tb-32gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-177,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-179,Lenovo 13w 2-in-1 Gen 3 – Like New,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,700.0,No,,Like_New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-179_lenovo-13w-2-in-1-gen-3-like-new.md,,Passed gates,Unverified — confirm specs before scoring,fb-179,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-180,HP ZBook Power G9 (6J9L0PA),ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1600.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-180_hp-zbook-power-g9-6j9l0pa.md,,Passed gates,Unverified — confirm specs before scoring,fb-180,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-181,Lenovo Legion 5,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-181_lenovo-legion-5.md,,Passed gates,Unverified — confirm specs before scoring,fb-181,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-182,"MSI Summit E13 Flip Laptop. i7 13th gen, 16gb ram, 500gb storage and win 11 Pro",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,850.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-182_msi-summit-e13-flip-laptop-i7-13th-gen-16gb-ram-500gb-storag.md,,Passed gates,Unverified — confirm specs before scoring,fb-182,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-184,Official brand new Lenovo 65w USB C laptop charger,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30.0,No,,New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-184_official-brand-new-lenovo-65w-usb-c-laptop-charger.md,,Passed gates,Unverified — confirm specs before scoring,fb-184,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-185,Lenovo Legion 7i 16” (Gen 9) Gaming Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1900.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-185_lenovo-legion-7i-16-gen-9-gaming-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-185,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-186,ASUS ROG STRIX,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,800.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-186_asus-rog-strix.md,,Passed gates,Unverified — confirm specs before scoring,fb-186,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-187,Asus ROG gaming laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1150.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-187_asus-rog-gaming-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-187,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-188,LENOVO T14 Gen3 core i7,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,690.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-188_lenovo-t14-gen3-core-i7.md,,Passed gates,Unverified — confirm specs before scoring,fb-188,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-189,Lenovo Legion 7 15IMHg05,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,900.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-189_lenovo-legion-7-15imhg05.md,,Passed gates,Unverified — confirm specs before scoring,fb-189,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-190,Gigabyte Gaming Laptop - Q2556,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,150.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-190_gigabyte-gaming-laptop-q2556.md,,Passed gates,Unverified — confirm specs before scoring,fb-190,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-191,MSI Raider GE75 9SF Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,500.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-191_msi-raider-ge75-9sf-laptop.md,,Passed gates,Unverified — confirm specs before scoring,fb-191,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-192,ASUS TUF Gaming A15 - Ryzen 7 RTX Gaming Laptop | Fresh Windows Reset + Laptop Stand with Fans,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,780.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-192_asus-tuf-gaming-a15-ryzen-7-rtx-gaming-laptop-fresh-windows.md,,Passed gates,Unverified — confirm specs before scoring,fb-192,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-193,"Lenovo ThinkPad T14 Gen 1 Touch 14"" i7 10510U 16GB RAM 256GB SSD Win 11 × 1",ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,350.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-193_lenovo-thinkpad-t14-gen-1-touch-14-i7-10510u-16gb-ram-256gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-193,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-194,CHEAP New Sealed! Lenovo IdeaPad Flex 5,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,350.0,No,,New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-194_cheap-new-sealed-lenovo-ideapad-flex-5.md,,Passed gates,Unverified — confirm specs before scoring,fb-194,Candidate,,,,,,,,,,,,,,,,,,,,,,
fb-195,Lenovo yoga 7i 14'8,ACTIVE,Laptop,laptop,Complete_System,1,1A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,999.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-195_lenovo-yoga-7i-148.md,,Passed gates,Unverified — confirm specs before scoring,fb-195,Candidate,,,,,,,,,,,,,,,,,,,,,,
