intake_id,item_name,status,profile,category,Category_Group,track,pathway,gpu_model,vram_gb,unified_memory_gb,screen_size_in,thermal_flag,price_aud,Over_Budget,Price_Unknown,condition,retailer,verification_status,au_stock,seller_class,source_platform,batch,source_file,exceptional_override,shortlist_reason,soft_penalty_notes,Machine,Type,Performance_Headroom,Price_Value,Future_Proof,Portability,Track2_Avoidance,Upgrade_Ceiling,MCDA_Total,seller_risk_score,current_best_price_aud,current_best_retailer,current_best_url,in_stock_now,student_discount_possible,cashback_possible,cashback_source,stackable_coupons_confirmed,price_match_possible,price_beat_possible,effective_best_price_aud,promo_notes,pricing_checked_at,warranty_months_confirmed,acl_covered
fb-036,Laptop Gamer Alienware x16 R1 (i9 13900HK / RTX 4080 / 32GB RAM /QHD+ 240Hz / 1TB Nvme),ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4080,12.0,UNKNOWN,16.0,UNKNOWN,3000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-036_laptop-gamer-alienware-x16-r1-i9-13900hk-rtx-4080-32gb-ram-q.md,,Passed gates,Unverified — confirm specs before scoring,fb-036,Candidate,5.0,6.0,5.0,7.0,4.0,2.0,,,,,,yes,,,,,,,,,,,
fb-207,LIKE NEW Lenovo Legion 9i/i9/RTX 4080/2TB,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4080,12.0,UNKNOWN,UNKNOWN,UNKNOWN,3499.0,No,,Like_New,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-207_like-new-lenovo-legion-9ii9rtx-40802tb.md,,Passed gates,Unverified — confirm specs before scoring,fb-207,Candidate,5.0,4.0,5.0,8.0,4.0,2.0,,,,,,yes,,,,,,,,,,,
fb-263,Lenovo Legion Pro 5 Gen10 | RTX 5070 | Ryzen 9 9955HX | 32GB RAM | 1TB SSD,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 5070,12.0,UNKNOWN,UNKNOWN,UNKNOWN,2300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-263_lenovo-legion-pro-5-gen10-rtx-5070-ryzen-9-9955hx-32gb-ram-1.md,,Passed gates,Unverified — confirm specs before scoring,fb-263,Candidate,5.0,8.0,5.0,8.0,4.0,2.0,,,,,,yes,,,,,,,,,,,
fb-297,AMD Radeon RX 6700 XT ROG STRIX Gaming GPU,ACTIVE,Laptop,laptop,Complete_System,1,1A,RADEON RX 6700 XT,12.0,UNKNOWN,UNKNOWN,UNKNOWN,520.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-297_amd-radeon-rx-6700-xt-rog-strix-gaming-gpu.md,,Passed gates,Unverified — confirm specs before scoring,fb-297,Candidate,5.0,10.0,5.0,8.0,4.0,2.0,,,,,,yes,,,,,,,,,,,
052_alienware-m18-r2-rtx-4080-ebay-mkt-011,Alienware M18 R2 18in 165Hz i9-14900HX 32GB 1TB RTX 4080,GOOD ENOUGH,Laptop,laptop,Complete_System,1,1A,RTX 4080 Laptop,12.0,UNKNOWN,18.0,UNKNOWN,3905.0,No,,Pre-owned,UNKNOWN,Needs Verification,No,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/052_alienware-m18-r2-rtx-4080-ebay-mkt-011.md,,Passed gates,AU stock: No,052_alienware-m18-r2-rtx-4080-ebay-mkt-011,Candidate,5,5,5,5,4,2.0,,,,,,no,,,,,,,,,,,
053_alienware-m18-r2-rtx-4080-ebay-mkt-012,Dell Alienware M18 R2 165Hz QHD+ i9-14900HX 32GB 1TB RTX 4080-12GB,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4080 Laptop,12.0,UNKNOWN,18.0,UNKNOWN,3814.0,No,,Pre-owned,UNKNOWN,Needs Verification,No,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/053_alienware-m18-r2-rtx-4080-ebay-mkt-012.md,,Passed gates,AU stock: No,053_alienware-m18-r2-rtx-4080-ebay-mkt-012,Candidate,5,5,5,5,4,2.0,,,,,,no,,,,,,,,,,,
057_alienware-area-51-18-rtx-5070-ti-ebay-mkt-016,Alienware 18 Area-51 18in QHD+ Ultra 9 32GB 2TB RTX 5070 Ti,Watchlist,Laptop,laptop,Complete_System,1,1A,RTX 5070 Ti Laptop,12.0,UNKNOWN,18.0,UNKNOWN,2981.0,No,,Brand new,UNKNOWN,Needs Verification,No,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/057_alienware-area-51-18-rtx-5070-ti-ebay-mkt-016.md,,Passed gates,AU stock: No,057_alienware-area-51-18-rtx-5070-ti-ebay-mkt-016,Candidate,3,7,3,5,0,2.0,,,,,,no,,,,,,,,,,,
39_msi-raider-a18-hx-refurb,MSI Raider A18 HX (Remanufactured),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 4080 Laptop GPU (12 GB),12.0,UNKNOWN,18.0,UNKNOWN,3972.0,No,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/39_msi-raider-a18-hx-refurb.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,39_msi-raider-a18-hx-refurb,Candidate,3,5,3,5,0,2.0,,,,,,,,,,,,,,,,,
41_asus-rog-strix-g18-rtx-5070ti-2025,ASUS ROG Strix G18 (2025),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 5070 Ti Laptop GPU (12 GB),12.0,UNKNOWN,18.0,UNKNOWN,4334.0,No,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/41_asus-rog-strix-g18-rtx-5070ti-2025.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,41_asus-rog-strix-g18-rtx-5070ti-2025,Candidate,5,4,5,5,4,2.0,,,,,,,,,,,,,,,,,
44_asus-rog-strix-g16-rtx-5070ti-2025,ASUS ROG Strix G16 (2025) — RTX 5070 Ti,ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 5070 Ti Laptop GPU (12 GB),12.0,UNKNOWN,16.0,UNKNOWN,4199.0,No,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/44_asus-rog-strix-g16-rtx-5070ti-2025.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,44_asus-rog-strix-g16-rtx-5070ti-2025,Candidate,5,4,5,8,4,2.0,,,,,,,,,,,,,,,,,
47_asus-rog-strix-g18-2024-rtx4080,ASUS ROG Strix G18 (2024) — RTX 4080,ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 4080 Laptop GPU (12 GB),12.0,UNKNOWN,18.0,UNKNOWN,2455.0,No,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/47_asus-rog-strix-g18-2024-rtx4080.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,47_asus-rog-strix-g18-2024-rtx4080,Candidate,5,8,5,5,4,2.0,,,,,,,,,,,,,,,,,
NBKMSI182020_msi_stealth_18_hx,MSI Stealth 18 HX AI A2XWHG-020NZ,PARKED_BELOW_FLOOR,Laptop,laptop,Complete_System,1A,1A,NVIDIA GeForce RTX 5070 Ti Laptop,12.0,UNKNOWN,18.0,Flagged,4403.81,No,,UNKNOWN,PB Tech,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/NBKMSI182020_msi_stealth_18_hx.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,NBKMSI182020_msi_stealth_18_hx,Candidate,3,3,3,5,0,2.0,,,,,,,,,,,,,,,,,
intake-079,Lenovo Legion Pro 7i Gen 10 16 (83F5X003R1) - Lenovo Outlet AU,ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5070 Ti Laptop GPU,12.0,UNKNOWN,16.0,UNKNOWN,3288.45,No,,Certified Refurbished,Lenovo Outlet AU,"Verified (full page, 2026-05-13)",Yes,MANUFACTURER_AU,MANUFACTURER_AU,manual_user_submission,cards/laptops/intake-079_lenovo-legion-pro-7i-gen10-83f5x003r1-outlet.md,,Passed gates,,intake-079,Candidate,5,6,5,8,4,2.0,5.95,,,,,yes,,,,,,,,,,,
HN6306_proart_px13,ASUS ProArt GoPro Edition PX13 HN7306EAC-LX044W (Strix Halo),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1B,UNKNOWN,128.0,128.0,13.3,UNKNOWN,4799.0,No,,New,PLE Computers,"Verified (multi-retailer, 2026-05-13)",Yes,MAJOR_RETAILER_AU,MANUFACTURER_AU,manual_user_submission,cards/laptops/HN6306_proart_px13.md,,Passed gates,,HN6306_proart_px13,Candidate,9,3,9,5,9,6.0,,,,,,yes,,,,,,,,,,,
fb-020,2x High-Spec Lenovo ThinkPad Workstations (P1 Gen 5 Touch & P15 Gen 2 A5000),ACTIVE,Laptop,laptop,Complete_System,1,1A,A5000,16.0,UNKNOWN,UNKNOWN,UNKNOWN,2200.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-020_2x-high-spec-lenovo-thinkpad-workstations-p1-gen-5-touch-p15.md,,Passed gates,Unverified — confirm specs before scoring,fb-020,Candidate,7.0,10.0,7.0,8.0,7.0,3.0,,,,,,yes,,,,,,,,,,,
intake-001,"GIGABYTE AORUS 17.4"" YE5- 17.3"" RTX 3080ti 300Hz, Intel i7 12th gen 14c 20t 32gb",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 3080 Ti Laptop GPU,16.0,UNKNOWN,17.3,UNKNOWN,1481.57,No,,Used,UNKNOWN,Verified,Yes,EBAY_AU,EBAY_AU,ebay_watchlist_2026-06-07_processed,cards/intake-001_gigabyte-aorus-174-ye5-173-rtx-3080ti-300hz-intel-i7-12th-ge.md,,Passed gates,,intake-001,Candidate,7.0,10.0,7.0,7.0,7.0,3.0,,,,,,yes,,,,,,,,,,,
intake-002,"Razer Blade 18"" QHD+ 240Hz i9-13950HX RTX4090 2TB 32GB W11H Gaming Laptop",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4090 Laptop GPU,16.0,UNKNOWN,18.0,UNKNOWN,4139.0,No,,Refurbished,UNKNOWN,Verified,Yes,EBAY_AU,EBAY_AU,ebay_watchlist_2026-06-07_processed,cards/intake-002_razer-blade-18-qhd-240hz-i9-13950hx-rtx4090-2tb-32gb-w11h-ga.md,,Passed gates,,intake-002,Candidate,7.0,4.0,7.0,5.0,7.0,3.0,,,,,,yes,,,,,,,,,,,
intake-003,"(A+)Asus ROG Strix SCAR 17 SE 17.3"" i7-12950HX 32G 2TB SSD RTX3080Ti FHD 360Hz",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 3080 Ti Laptop GPU,16.0,UNKNOWN,17.3,UNKNOWN,2517.0,No,,Used,UNKNOWN,Verified,Yes,EBAY_AU,EBAY_AU,ebay_watchlist_2026-06-07_processed,cards/intake-003_aasus-rog-strix-scar-17-se-173-i7-12950hx-32g-2tb-ssd-rtx308.md,,Passed gates,,intake-003,Candidate,7.0,8.0,7.0,7.0,7.0,3.0,,,,,,yes,,,,,,,,,,,
intake-004,"Lenovo Legion 9i 18"" WQUXGA Intel Ultra 9 240Hz 2TB 64GB RTX5080 Gaming Laptop",REJECTED,Laptop,laptop,Complete_System,1,1A,RTX 5080 Laptop GPU,16.0,UNKNOWN,18.0,UNKNOWN,4755.75,No,,Refurbished,UNKNOWN,Verified,Yes,EBAY_AU,EBAY_AU,ebay_watchlist_2026-06-07_processed,cards/intake-004_lenovo-legion-9i-18-wquxga-intel-ultra-9-240hz-2tb-64gb-rtx5.md,,Removed — listing no longer available (user confirmed 2026-06-07),,intake-004,Candidate,7.0,4.0,7.0,5.0,7.0,3.0,,,,,,yes,,,,,,,,,,,
intake-006,Asus Rog Strix 17 RTX 4090 laptop QHD 240Hz display 64Gb ram DDR5,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4090 Laptop GPU,16.0,UNKNOWN,17.0,UNKNOWN,3626.8,No,,Used,UNKNOWN,Verified,Yes,EBAY_AU,EBAY_AU,ebay_watchlist_2026-06-07_processed,cards/intake-006_asus-rog-strix-17-rtx-4090-laptop-qhd-240hz-display-64gb-ram.md,,Passed gates,,intake-006,Candidate,7.0,6.0,7.0,7.0,7.0,3.0,,,,,,yes,,,,,,,,,,,
054_alienware-m18-r2-rtx-4090-ebay-mkt-013,Dell Alienware M18 R2 165Hz QHD+ i9-14900HX 64GB 2TB RTX 4090 Very Good Refurb,GOOD ENOUGH,Laptop,laptop,Complete_System,1,1A,RTX 4090 Laptop,16.0,UNKNOWN,18.0,UNKNOWN,3950.0,No,,Refurbished,UNKNOWN,Needs Verification,No,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/054_alienware-m18-r2-rtx-4090-ebay-mkt-013.md,,Passed gates,AU stock: No,054_alienware-m18-r2-rtx-4090-ebay-mkt-013,Candidate,7,5,7,5,7,3.0,,,,,,no,,,,,,,,,,,
055_alienware-m18-r2-rtx-4090-ebay-mkt-014,Dell Alienware M18 R2 165Hz QHD+ i9-14900HX 64GB 2TB RTX 4090,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4090 Laptop,16.0,UNKNOWN,18.0,UNKNOWN,3950.0,No,,Pre-owned,UNKNOWN,Needs Verification,No,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/055_alienware-m18-r2-rtx-4090-ebay-mkt-014.md,,Passed gates,AU stock: No,055_alienware-m18-r2-rtx-4090-ebay-mkt-014,Candidate,7,5,7,5,7,3.0,,,,,,no,,,,,,,,,,,
36_lenovo-legion-9i-18-rtx-5080-ebay,"Lenovo Legion 9i Gen 10 18"" RTX 5080 (eBay)",BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 5080 Laptop GPU (16 GB),16.0,UNKNOWN,18.0,UNKNOWN,4500.0,No,,UNKNOWN,UNKNOWN,Verified,Yes,MAJOR_RETAILER_AU,EBAY_AU,UNKNOWN,cards/laptops/36_lenovo-legion-9i-18-rtx-5080-ebay.md,,Passed gates,,36_lenovo-legion-9i-18-rtx-5080-ebay,Candidate,7,3,7,5,7,3.0,,,,,,yes,,,,,,,,,,,
42_asus-rog-strix-g16-rtx-5080-2025,ASUS ROG Strix G16 (2025),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 5080 Laptop GPU (16 GB),16.0,UNKNOWN,16.0,UNKNOWN,4559.0,No,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/42_asus-rog-strix-g16-rtx-5080-2025.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,42_asus-rog-strix-g16-rtx-5080-2025,Candidate,7,3,7,8,7,3.0,,,,,,,,,,,,,,,,,
49_msi-vector-gp78-hx-14v,MSI VECTOR GP78 HX 14V,ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 4090 Laptop GPU (16 GB),16.0,UNKNOWN,17.3,UNKNOWN,2499.0,No,,Refurbished / Ex-demo,MikePC AU,Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,UNKNOWN,cards/laptops/49_msi-vector-gp78-hx-14v.md,,Passed gates,,49_msi-vector-gp78-hx-14v,Candidate,7,8,7,5,7,3.0,,,,,,yes,,,,,,,,,,,
aa182502898_alienware_18_area_51,Alienware 18 Area-51 (Refurbished - SKU AA182502898),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5080 Laptop GPU,16.0,UNKNOWN,18.0,UNKNOWN,3179.0,No,,Refurbished,Dell Outlet Australia,User Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,manual_user_submission,cards/laptops/aa182502898_alienware_18_area_51.md,,Passed gates,,aa182502898_alienware_18_area_51,Candidate,3,7,3,5,0,3.0,,,,,,yes,,,,,,,,,,,
intake-009,Lenovo Legion Pro 7i,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4090 Mobile,16.0,UNKNOWN,16.0,UNKNOWN,4575.0,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-009_lenovo-legion-pro-7i.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-009,Candidate,7,3,7,8,7,3.0,,,,,,,,,,,,,,,,,
intake-036,Alienware 16 Area-51 new config,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 5070 Ti Mobile,16.0,UNKNOWN,16.0,UNKNOWN,4198.7,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-036_alienware-16-area-51-new-config.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-036,Candidate,7,4,7,8,7,3.0,,,,,,,,,,,,,,,,,
intake-045,MSI Stealth A16 5080,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 5080 Mobile,16.0,UNKNOWN,16.0,UNKNOWN,4999.0,No,,New,UNKNOWN,Unverified,UNKNOWN,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-045_msi-stealth-a16-5080.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,intake-045,Candidate,7,2,7,8,7,3.0,,,,,,,,,,,,,,,,,
intake-051,Acer Predator Helios 18,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4090 Mobile,16.0,UNKNOWN,18.0,UNKNOWN,4449.0,No,,Refurbished,UNKNOWN,Verified,Yes,UNKNOWN,UNKNOWN,2026-05-05_notebooklm_batch1_processed,cards/laptops/intake-051_acer-predator-helios-18.md,,Passed gates,,intake-051,Candidate,7,3,7,5,7,3.0,,,,,,yes,,,,,,,,,,,
intake-075,ASUS ROG Strix Scar 18 (RTX 4090) - eBay Sold Market Floor,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4090 Laptop,16.0,UNKNOWN,18.0,UNKNOWN,4200.0,No,,Pre-owned,UNKNOWN,Verified,No,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/intake-075_asus-rog-strix-scar-18-ebay-sold.md,,Passed gates,AU stock: No,intake-075,Candidate,7,4,7,5,7,3.0,,,,,,no,,,,,,,,,,,
intake-080,HP OMEN MAX 16-ah0013TX,ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5080 Laptop GPU,16.0,0.0,16.0,UNKNOWN,3799.0,No,,New,HP Australia,"Verified (hp.com.au + student discount, 2026-05-14)",Yes,MANUFACTURER_AU,MANUFACTURER_AU,manual_user_submission,cards/laptops/intake-080_hp-omen-max-16-ah0013tx.md,,Passed gates,,intake-080,Candidate,7,5,7,8,7,3.0,8.05,,,,,yes,,,,,,,,,,,
laptop4134_alienware_m18_r2,Alienware m18 R2 (Refurbished - SKU laptop4134),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 4090 Laptop GPU,16.0,UNKNOWN,18.0,UNKNOWN,3899.1,No,,Refurbished,Dell Outlet Australia,User Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,manual_user_submission,cards/laptops/laptop4134_alienware_m18_r2.md,,Passed gates,,laptop4134_alienware_m18_r2,Candidate,3,5,3,5,0,3.0,,,,,,yes,,,,,,,,,,,
lenovo-legion-pro-7-5080-centrecom,Lenovo Legion Pro 7 16IAX10H (RTX 5080),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5080 Laptop GPU,16.0,UNKNOWN,16.0,UNKNOWN,4699.0,No,,New,Centre Com,Verified,Yes,MAJOR_RETAILER_AU,MAJOR_RETAILER_AU,manual_user_submission,cards/laptops/lenovo-legion-pro-7-5080-centrecom.md,,Passed gates,,lenovo-legion-pro-7-5080-centrecom,Candidate,3,3,3,8,0,3.0,,,,,,yes,,,,,,,,,,,
mikepc_msi_raider_ge68_rtx4090,MSI Raider GE68 HX 13V (RTX 4090 16GB),BUY_CANDIDATE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 4090 Laptop,16.0,UNKNOWN,16.0,UNKNOWN,2899.0,No,,Used (Excellent Cosmetic Condition),Mike's PC AU,Verified,Yes,UNKNOWN,UNKNOWN,manual_user_submission,cards/laptops/mikepc_msi_raider_ge68_rtx4090.md,,Passed gates,,mikepc_msi_raider_ge68_rtx4090,Candidate,3,7,3,8,0,3.0,,,,,,yes,,,,,,,,,,,
rfb-msi-raider-18hx-ai-a2xwig,MSI Raider 18HX AI A2XWIG (Refurbished),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA RTX 5080 Laptop GPU (16 GB),16.0,UNKNOWN,18.0,UNKNOWN,4699.0,No,,Refurbished,JW Computers,Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,UNKNOWN,cards/laptops/rfb-msi-raider-18hx-ai-a2xwig.md,,Passed gates,,rfb-msi-raider-18hx-ai-a2xwig,Candidate,7,3,7,5,7,3.0,,,,,,yes,,,,,,,,,,,
rfb-msi-titan-18hx-a14vig,MSI Titan 18 HX A14VIG (Refurbished),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 4090 Laptop GPU (16 GB),16.0,UNKNOWN,18.0,UNKNOWN,4399.0,No,,Refurbished,hub by Triforce,Verified,No,REFURB_SELLER,MAJOR_RETAILER_AU,UNKNOWN,cards/laptops/rfb-msi-titan-18hx-a14vig.md,,Passed gates,AU stock: No,rfb-msi-titan-18hx-a14vig,Candidate,7,4,7,5,7,3.0,,,,,,no,,,,,,,,,,,
rfb-msi-vector-a18hx-a9wig,MSI Vector A18 HX A9WIG (Refurbished),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5080 Laptop GPU (16 GB),16.0,UNKNOWN,18.0,UNKNOWN,3399.0,No,,Refurbished,hub by Triforce,Verified,Yes,REFURB_SELLER,MAJOR_RETAILER_AU,UNKNOWN,cards/laptops/rfb-msi-vector-a18hx-a9wig.md,,Passed gates,,rfb-msi-vector-a18hx-a9wig,Candidate,7,6,7,5,7,3.0,,,,,,yes,,,,,,,,,,,
hp_omen_max,HP OMEN Max 16 Gaming Laptop (Intel Core Ultra 9 + RTX 5080),ACTIVE,Laptop,laptop,Complete_System,1,1B,NVIDIA RTX 5080 Laptop GPU,167.0,UNKNOWN,16.0,UNKNOWN,3999.0,No,,New,HP Australia (hp.com/au-en),UNKNOWN,"""Yes""",MANUFACTURER_AU,MANUFACTURER_AU,UNKNOWN,cards/laptops/hp_omen_max.md,,Passed gates,Unverified — confirm specs before scoring,hp_omen_max,Candidate,7,5,7,8,7,3.0,,,,,,,,,,,,,,,,,
A2XWJG-078,MSI Vector 17 HX AI A2XWJG-078AU,BUY_CANDIDATE,Laptop,laptop,Complete_System,1A,1A,NVIDIA GeForce RTX 5080 Laptop,24.0,UNKNOWN,17.0,Flagged,4999.0,No,,UNKNOWN,MSY (User Verified),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cards/laptops/A2XWJG-078AU_msi_vector_17_hx.md,,Passed gates,Unverified — confirm specs before scoring; AU stock: UNKNOWN,A2XWJG-078,Candidate,3,2,3,5,0,4.0,,,,,,,,,,,,,,,,,
demo-lenovo-legion-pro-7i-rtx5090,Lenovo Legion Pro 7i (Demo),ACTIVE,Laptop,laptop,Complete_System,1,1A,NVIDIA GeForce RTX 5090 Laptop GPU (24 GB),24.0,UNKNOWN,16.0,UNKNOWN,4699.0,No,,Demo,Mike PC AU,Verified,Yes,REFURB_SELLER,GRAY_IMPORT,UNKNOWN,cards/laptops/demo-lenovo-legion-pro-7i-rtx5090.md,,Passed gates,,demo-lenovo-legion-pro-7i-rtx5090,Candidate,9,3,9,5,9,4.0,,,,,,yes,,,,,,,,,,,
fb-047,Full-Power RTX 3070 140W / i7 / 32GB RAM / 1TB SSD – Aftershock Vapor 15X Gaming Laptop,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 3070,8.0,UNKNOWN,UNKNOWN,UNKNOWN,1250.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-047_full-power-rtx-3070-140w-i7-32gb-ram-1tb-ssd-aftershock-vapo.md,,Passed gates,Unverified — confirm specs before scoring,fb-047,Candidate,3.0,10.0,3.0,8.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-106,Infinity Gaming Laptop with Ryzen 9 and RTX3080 16GB GPU,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX3080,8.0,UNKNOWN,UNKNOWN,UNKNOWN,1000.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-106_infinity-gaming-laptop-with-ryzen-9-and-rtx3080-16gb-gpu.md,,Passed gates,Unverified — confirm specs before scoring,fb-106,Candidate,3.0,10.0,3.0,8.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-133,GTX 1070,ACTIVE,Laptop,laptop,Complete_System,1,1A,GTX 1070,8.0,UNKNOWN,UNKNOWN,UNKNOWN,150.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-133_gtx-1070.md,,Passed gates,Unverified — confirm specs before scoring,fb-133,Candidate,3.0,10.0,3.0,8.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-177,Legion Pro 7i RTX 4070 i9 13900 1TB 32GB,ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4070,8.0,UNKNOWN,16.0,UNKNOWN,2300.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-177_legion-pro-7i-rtx-4070-i9-13900-1tb-32gb.md,,Passed gates,Unverified — confirm specs before scoring,fb-177,Candidate,3.0,6.0,3.0,7.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-196,"Lenovo Legion Slim 5i 16"" 2.5K 160Hz Gaming Laptop (13th Gen Intel i7)[GeForce RTX 4060]",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX 4060,8.0,UNKNOWN,16.0,UNKNOWN,1350.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-196_lenovo-legion-slim-5i-16-25k-160hz-gaming-laptop-13th-gen-in.md,,Passed gates,Unverified — confirm specs before scoring,fb-196,Candidate,3.0,10.0,3.0,7.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
fb-200,"Legion 5 pro RTX4070 Ryzen 7 7745hx 16/64gb ddr5 ram, 1tb Ssd",ACTIVE,Laptop,laptop,Complete_System,1,1A,RTX4070,8.0,UNKNOWN,UNKNOWN,UNKNOWN,1800.0,No,,Used,UNKNOWN,Unverified,Yes,private,FB_MARKETPLACE,facebook_marketplace_2026-06-07_processed,cards/fb-200_legion-5-pro-rtx4070-ryzen-7-7745hx-1664gb-ddr5-ram-1tb-ssd.md,,Passed gates,Unverified — confirm specs before scoring,fb-200,Candidate,3.0,8.0,3.0,8.0,2.0,1.0,,,,,,yes,,,,,,,,,,,
